"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","CASINJRR","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","STATION","COUNTY","STATE","REGION","DUMMY2","CITY","HIGHWAY","VEHSPD","TYPVEH","VEHDIR","POSITION","RREQUIP","RRCAR","TYPACC","HAZARD","TEMP","VISIBLTY","WEATHER","TYPEQ","TYPTRK","TRKNAME","TRKCLAS","NBRLOCOS","NBRCARS","TRNSPD","TYPSPD","TRNDIR","SIGNAL","LOCWARN","WARNSIG","LIGHTS","STANDVEH","TRAIN2","MOTORIST","VIEW","VEHDMG","DRIVER","INVEH","TOTKLD","TOTINJ","TOTOCC","INCDRPT","JOINTCD","TYPRR","DUMMY3","CASKLDRR","DUMMY4","CROSSING","NARRLEN","DUMMY5","YEAR4","DIVISION","PUBLIC","CNTYCD","STCNTY","HZMRLSED","HZMNAME","HZMQNTY","HZMMEAS","SIGWARNX","WHISBAN","DRIVAGE","DRIVGEN","PLEONTRN","SSB1","SSB2","USERKLD","USERINJ","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","NARR1","NARR2","NARR3","NARR4","NARR5","SUBDIV","ROADCOND","VIDEOT",VIDEOU
"","19","02","WC  ","989179    ","","","    ","          ","19","02","WC  ","989179    ","","0","181348N","19","02","27","12","16","AM","ELS JCT.            ","BROWN               ","55","4","","SUAMICO             ","BROWN ROAD          ","0","A","3","1","1","001","1","2","8","4","6","1","1","SINGLE MAIN TRACK   ","4","1","27","045","E","1","1","1","2","2","2","2","4","8","15000","3","2","0","0","0","2","1","6 ","","0","  ","01030607      ","141","","2019","                    ","Y","009","55C009","4","","",""," "," ","43","1","0002","                    ","                    ","0","0","0","0","0","0","TRAIN STRUCK AN UNOCCUPIED VEHICLE THAT WAS STUCK ON THE BROWN ROAD CROSSING.  NO INJURIES WERE REPO","RTED. SIGNALS WERE OPERATING AS INTENDED.","","","","MANISTIQUE          ","C","2","2",
"","19","12","FEC ","X43120619 ","","","    ","          ","19","12","FEC ","X43120619 ","","1","272414B","19","12","06","7","48","PM","LAKE WORTH          ","PALM BEACH          ","12","3","","WEST PALM BEACH     ","23RD STREET         ","","K","4","3","1","001","1","2","68","4","1","1","1","EAST MAIN           ","4","2","47","045","E","1","1","1","2","2"," ","2","7","8","0"," "," ","0","1","0","2","1","2 ","","0","  ","010306        ","158","","2019","                    ","Y","099","12C099","4","","",""," "," ","40","1","0002","                    ","                    ","0","1","0","0","0","0","TRESPASSER WAS RUNNING FROM EAST TO WEST AND ATTEMPTED TO CIRCUMVENT THE ACTIVATED CROSSING GATES AN","D WAS STRUCK BY THE LEAD ENGINE SUSTAINING MINOR INJURIES.","","","","SYSTEM              ","A","2","2",
"","19","12","FEC ","X47122619 ","","","    ","          ","19","12","FEC ","X47122619 ","","2","273047Y","19","12","26","11","47","AM","VERO BEACH          ","INDIAN RIVER        ","12","3","","VERO BEACH          ","AVIATION BLVD.      ","0","A","3","2","1","001","1","4","80","2","1","1","3","BOUGARD             ","3","1","27","035","E","2","1","1","1","2","2","2","4","8","16000","2","1","0","2","2","2","1","2 ","","0","  ","0102050607    ","298","","2019","                    ","Y","061","12C061","4","","",""," "," ","83","2","0003","                    ","                    ","0","2","0","0","0","0","ELDERLY DRIVER STOPPED OVER THE WEST SIDING TRACK AT THE CROSSING.  AS TRAIN APPROACHED, CREW OBSERV","ED VEHICLE AND IMMEDIATELY PLACED TRAIN INTO AN EMERGENCY STOP.  DRIVER DID NOT PULL FORWARD AND DEP","ART THE CROSSING AND VEHICLE WAS STRUCK.  ELDERLY DRIVER AND ELDERLY PASSENGER SUSTAINED INJURIES.","","","SYSTEM              ","A","2","2",
"","19","12","BLF ","20190495  ","","","    ","          ","19","12","FEC ","XXX       ","","1","272474K","19","12","22","12","59","AM","BOYNTON BEACH       ","PALM BEACH          ","12","3","","LANTANA             ","HYPOLUXO ROAD       ","0","K","3","2","1","001","1","4","79","4","1","2","1","MAINLINE            ","4","2","4","075","E","1","1","1","2","1"," ","3","7","8","0"," "," ","0","1","0","2","1","No","","0","  ","01020607      ","334","","2019","                    ","Y","099","12C099","4","","",""," "," ","39","1","0040","                    ","                    ","0","1","0","0","0","0","BLF 706 TRAVELING NB ON THE WM TRACK STRUCK A TRESPASSER WITH A BICYCLE AT HYPOLUXO RD MP 309.17.  C","REW NOTICED THE TREPASSER CROSSING BLEW THE HORN PLACED TRAIN INTO EMERGENCY TRESPASSER CONTINUED TO"," CROSS.  TRAIN MANAGER WALKED BACK TO THE SCENE BUT COULD NOT LOCATE THE TRESPASSER OR HIS BICYCLE. "," BICYCLE WAS LATER FOUND ABANDONED","","SYSTEM              ","A","1","1",
"","19","12","BLF ","20190507  ","","","    ","          ","19","12","FEC ","XXX       ","","1","272584V","19","12","27","11","45","PM","HOLLYWOOD           ","BROWARD             ","12","3","","HOLLYWOOD           ","JOHNSON STREET      ","0","A","1","1","1","001","1","4","79","4","1","2","1","MAINLINE            ","4","2","4","029","E","1","1","1","1","1","2","2","4","8","0","2","1","0","1","1","2","1","No","","0","  ","010206        ","291","","2019","                    ","Y","011","12C011","4","","",""," "," ","50","2","0217","                    ","                    ","0","1","0","0","0","0","BLF608 TRAVELING NB ON THE WM STRUCK VEHICLE AT MP 348.3 JOHNSON ST. CONDUCTOR NOTICED THE VEHICLE I","N THE CROSSING, BLEW HORN, PLACE EMERGENCY BRAKES BEFORE SIDE SWIPING THE VEH. VEH. WAS OCCUPIED BY ","THE DRIVER BUT SHE WAS NOT FATALLY INJURED.  NO FURTHER INFO WAS AVAILABLE OF ANY INJURIES.","","","SYSTEM              ","A","1","1",
"","19","02","WC  ","987197    ","","","    ","          ","19","02","WC  ","987197    ","","0","910730L","19","02","08","4","10","PM","PESHTIGO            ","MARINETTE           ","55","4","","PESHTIGO            ","COUNTY MEADOWS RD   ","5","A","4","3","1","001","1","2","10","2","1","1","1","SINGLE MAIN TRACK   ","3","2","78","020","E","2"," ","1","2","1","2","2","3","8","10000","3","1","0","0","2","2","1","6 ","","0","  ","0711          ","213","","2019","                    ","Y","075","55C075","4","","",""," "," ","19","2","0002","                    ","                    ","0","0","0","0","0","0","FEMALE DRIVER FAILED TO YIELD AT THE COUNTY MEADOWS RD CROSSING AND WAS HIT BY THE ONCOMING TRAIN.  ","NO INJURIES WERE REPORTED.  CROSSING IS MARKED WITH CROSSBUCKS AND YIELD SIGNS.  DRIVER WAS CITED BY"," AUTHORITIES.","","","MANISTIQUE          ","C","2","2",
"K","19","02","ATK ","157679    ","","","    ","          ","19","02","CP  ","1000939863","","0","390521P","19","02","18","4","11","PM","BROOKFIELD          ","WAUKESHA            ","55","4","","BROOKFIELD          ","BROOKFIELD RD       ","25","E","1","3","1","001","1","4","25","2","1","2","1","MAIN 1              ","4","3","9","071","E","4","1","1","2","1","2","2","1","8","4421","1","1","1","0","1","2","1","No","","1","  ","0103060807    ","125","","2019","                    ","Y","133","55C133","4","","",""," "," ","70","1","0197","                    ","                    ","1","0","0","0","0","0","TRAIN 7 OPERATING WITH LOCOMOTIVES E/13-E/73-E/190 AND 9 CARS STRUCK AN OCCUPIED VEHICLE AT MP 99.43",", BROOKFIELD RD CROSSING.","","","","WATERTOWN           ","A","1","2",
"","19","02","WSOR","190206004 ","","","    ","          ","19","02","WSOR","190206004 ","","0","391562X","19","02","06","9","50","PM","JANESVILLE          ","WAUKESHA            ","55","4","","EAGLE               ","RAILROAD STREET     ","0","D","3","1","1","001","1","4","19","4","5","1","1","WAUKESHA MAIN       ","2","2","92","009","E","4"," ","1","2","3","2","2","4","8","0","3","1","0","0","1","2","1","Cl","","0","  ","0807          ","443","","2019","                    ","Y","133","55C133","4","","",""," "," ","56","1","0002","                    ","                    ","0","0","0","0","0","0","WAUKESHA SUB AT MP. 35.54, RAILROAD STREET IN EAGLE (DOT 391562X). T003 CREW  WERE OPERATING THE WAM","X 4180 AND WAMX 4182 WITH 17 LOADS, 75 EMPTIES, AND 4800 TRAILING TONS. A VEHICLE STOPPED AT THE CRO","SSING PROTECTED BY CROSS BUCKS AND THEN ATTEMPTED TO MAKE ITS MOVEMENT IN FRONT OF THE TRAIN BUT SPU","N ON THE ICY PAVEMENT. RESULTING IN THE WAMX 4180 STRIKING THE VEHICLE. NO INJURIES TO CREW OR THE D","RIVER OF THE VEHICLE REPORTED AT THIS TIME.","WAUKESHA            ","D","2","2",
"","19","01","WC  ","983438    ","","","    ","          ","19","01","WC  ","983438    ","","0","697248M","19","01","05","9","5","AM","OWEN                ","CLARK               ","55","4","","                    ","BORGLIN RD          ","1","A","4","3","1","001","1","4","26","2","1","1","1","SINGLE MAIN TRACK   ","4","2","11","058","E","2"," ","1","2","2","2","2","2","8","5000","1","1","1","0","1","2","1","6 ","","1","  ","0711          ","227","","2019","                    ","Y","019","55C019","4","","",""," "," ","87","1","0002","                    ","                    ","1","0","0","0","0","0","ELDERLY DRIVER OF VEHICLE STOPPED AT THE BORGLIN ROAD CROSSING AND THEN PROCEEDED IN FRONT OF THE ON","COMING TRAIN WHEN HE WAS HIT.  DRIVER SUSTAINED FATAL INJURIES.  CROSSING MARKED WITH CROSSBUCKS AND"," YIELD SIGNS.  NRC #1234639 ","","","SUPERIOR            ","A","2","2",
"","19","01","WC  ","985301    ","","","    ","          ","19","01","WC  ","985301    ","","0","386670J","19","01","23","11","10","AM","MENASHA             ","CALUMET             ","55","4","","                    ","FIRE LANE NO. 1     ","2","B","2","3","1","008","2","4","19","2","6","1","1","SINGLE MAIN TRACK   ","3","2","11","025","R","3"," ","1","2","2","2","2","3","8","5000","3","1","0","0","1","2","1","6 ","","0","  ","07            ","237","","2019","                    ","Y","015","55C015","4","","",""," "," ","67","1","0003","                    ","                    ","0","0","0","0","0","0","DRIVER OF VEHICLE SLID ON THE SNOW COVERED ROADWAY AND HIT THE SIDE OF THE TRAIN THAT HAD ALREADY OC","CUPIED THE FIRELANE 1 CROSSING.  NO INJURIES WERE REPORTED.  CREW WAS UNAWARE OF IMPACT UNTIL BEING ","NOTIFIED TO INSPECT TRAIN FOR DAMAGE.","","","MANITOWOC           ","C","2","2",
"","19","01","WC  ","986255    ","","","    ","          ","19","01","WC  ","986255    ","","0","281556R","19","01","31","1","45","PM","NEW LONDON          ","WAUPACA             ","55","4","","NEW LONDON          ","SHAWANO ST          ","25","E","2","3","5","001","2","4","-4","2","1","9","1","SINGLE MAIN TRACK   ","2","0","1","","R","3","7","1","2","2","2","2","3","8","8000","3","1","0","0","1","2","1","6 ","","0","  ","030607        ","262","","2019","                    ","Y","135","55C135","4","","","","A"," ","44","2","0003","                    ","                    ","0","0","0","0","0","0","HYRAIL TRUCK WAS STOPPED AND OCCUPYING THE SHAWANO STREET CROSSING AS THEY WERE IN THE PROCESS OF SE","TTING OFF WHEN A MOTORIST FAILED TO YIELD THE RIGHT OF WAY AND STRUCK THE HYRAIL.  NO INJURIES WERE ","REPORTED.  FLASHERS WERE NOT ACTIVATED BY  THE HYRAIL VEHICLE.","","","NEW LOND SPUR       ","C","2","2",
"","19","01","UP  ","0119GL004 ","","","    ","          ","19","01","UP  ","0119GL004 ","","0","179127L","19","01","04","9","59","AM","NORTH LOWELL        ","DODGE               ","55","4","","                    ","PRIVATE CROSSING    ","0","J","2","2","1","001","1","2","29","2","1","1","1","SINGLE MAIN         ","4","3","91","046","E","3"," ","1"," ","2","2","2","4","8","5000","3","1","0","0","1","2","1","CL","","0","  ","08            ","54","","2019","                    ","N","027","55C027","4","","",""," "," ","31","1","0002","                    ","                    ","0","0","0","0","0","0","HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (NO GATES) ","","","","","ADAMS SUB           ","C","1","1",
"","19","02","WN  ","02152019  ","","","    ","          ","19","02","WN  ","02152019  ","","0","186023W","19","02","15","3","0","PM","WISCONSIN RR        ","CHIPPEWA            ","55","4","","CHIPPEWA FALLS      ","HIGHWAY 40 CROSSING ","6","B","1","3","2","001","1","4","10","2","1","1","1","HIGHWAY 40 CROSSING ","3","1","1","010","E","1","1","1","1","3","2","1","7","8","0","3","1","0","0","1","2","1","Cl","","0","  ","01            ","409","","2019","                    ","Y","017","55C017","4","","",""," "," ","60","1","0002","                    ","                    ","0","0","0","0","0","0","SWITCHING CARS IN BLOOMER, SHOVED NORTH TO CHARTER INDUSTRY. AT CROSSING ENSURING LIGHTS, GATES WERE"," ACTIVATEDAND CROSSING PROTECTED AND GATES  WERE DOWN AND THE VEHICLE DRIVER PULLED OUT IN FRONT OF ","TRAIN, VEHICLE DRIVER THEN HIT THE CROSSING GATE.  VEHICLE DRIVER CONTINUED TO DRIVE THROUGH THE CRO","SSING UNTIL HE WAS STRUCK BY TRAIN CPCX 815466 B END.  ORIGINAL REPORT WAS MARKED REPORTABLE, CORREC","TION MADE","BLOOMER             ","C","2","2",
"","19","08","CP  ","1001042889","","","    ","          ","19","08","CP  ","1001042889","","1","390885P","19","08","02","12","50","AM","SPARTA              ","MONROE              ","55","4","","SPARTA              ","WISCONSIN AVE       ","30","J","3","3","5","003","2","4","75","4","1","6","1","W07                 ","2","0","26","","E","4"," ","1","2","1","2","2","3","8","20000","2","1","0","1","1","2","1","CL","","0","  ","0711          ","294","","2019","                    ","Y","081","55C081","4","","",""," "," ","44","1","0002","                    ","                    ","0","1","0","0","0","0","AT ~0045/08-02-19 G82-01 BROKE AWAY FROM THEIR TRAIN TO WORK BLUELINX. WHILE THEY WERE IN THE CUSTOM","ER TRACK, A JEEP TRAVELING EAST STRUCK THEIR TRAIN. CROSSING IS LIGHTED AND PROTECTED WITH CROSS BUC","K & YIELD SIGNS. DRIVER OF VEHICLE WAS TRANSPORTED FOR MEDICAL AND ISSUED 3 TRAFFIC CITATIONS. ","","","TOMAH               ","A","2","2",
"","19","09","WN  ","09162019  ","","","    ","          ","19","09","WN  ","09162019  ","","0","186014X","19","09","16","10","30","AM","                    ","CHIPPEWA            ","55","4","","BLOOMER             ","13TH AVENUE         ","2","B","2","3","1","001","2","4","80","2","1","1","1","MAIN LINE           ","3","3","100","008","E","1"," ","1","2","2","2","2","3","8","0","3","1","0","0","1","2","1","Cl","","0","  ","0807          ","411","","2019","                    ","Y","017","55C017","4","","",""," "," ","22","1","0001","                    ","                    ","0","0","0","0","0","0","WHILE MINIMUM WAS SET GOING DOWN HILL, ENGINEER NOTICED THE HEAD OF THE VEHICLE SLOWLY ENTERING THE ","CROSSING.  ENGINEER BLEW HORN AND DUMPED THE TRAIN ABOUT 100 FT FROM THE CROSSING AND HEARD A THUD. "," THE VEHICLE NEVER STOPPED ROLLING INTO THE FOULING AREA OF THE MAIN LINE WHERE TRAIN ENDED UP HITTI","NG THE FRONT END OF THE VEHICLE.  HIGHWAY USER CITED FOR INATTENTIVE DRIVING AND FAILURE TO STOP FOR"," STOP SIGN.","BLOOMER             ","A","2","2",
"","19","08","CP  ","1001060135","","","    ","          ","19","08","CP  ","1001060135","","0","388003U","19","08","30","11","47","PM","STURTEVANT          ","RACINE              ","55","4","","STURTEVANT          ","DURAND AVENUE       ","0","J","2","1","1","001","1","4","58","4","1","1","1","MAIN #1             ","4","3","105","049","R","3","1","1","2","1","2","2","4","8","19000","3","2","0","0","0","2","1","CL","","0","  ","01020306      ","480","","2019","                    ","Y","101","55C101","4","","",""," "," ","55","2","0002","                    ","                    ","0","0","0","0","0","0","686-636 TRAVELING ON #1 MAIN, STRUCK AN UNOCCUPIED SUV THAT WAS STRANDED BETWEEN MAIN 1 AND MAIN 2. ","INVESTIGATION DETERMINED THAT FORD ESCAPE HAD TAKEN A WRONG TURN (DRIVER INDICATED GPS ADVISED TO TU","RN) AND GOT STUCK ON MAIN #1 (FACING SOUTH), FOULING MAIN #2. THE DRIVER HAD EXITED VEHICLE AND CONT","ACTED LOCAL AUTHORITIES JUST PRIOR TO TRAIN ARRIVING. NO DAMAGE TO CROSSING WARNING PROTECTION (GATE","S, LIGHTS, AUDIBLE).  JUNE 2021 - FRA AUDIT FINDING  SUGGESTS FIELD 41 - CODE 4.","C&M                 ","A","1","1",
"","19","03","CP  ","1000959689","","","    ","          ","19","03","CP  ","1000959689","","0","390554C","19","03","22","8","10","AM","OCONOMOWOC          ","WAUKESHA            ","55","4","","OCONOMOWOC          ","MAIN STREET         ","0","C","2","1","1","001","1","2","45","2","1","1","1","SINGLE MAIN TRACK   ","4","2","97","049","R","3","1","1","2","1","2","2","4","8","50000","3","1","0","0","1","1","1","CL","","0","  ","010203060807  ","500","","2019","                    ","Y","133","55C133","4","","",""," "," ","49","1","0002","                    ","                    ","0","0","0","0","0","0","686-755 MADE CONTACT WITH A SEMI TRAILER LOADED WITH STEEL PLATES ON THE WATERTOWN SUB, DOT CROSSING"," 390554C- MAIN STREET, OCONOMOWOC.  SEMI-TRACTOR/TRAILER DRIVER WAS PROCEEDING SOUTH ATTEMPTING TO T","URN WEST ON 2ND STREET WHEN THE TRAILER GOT HUNG UP ON A CEMENT BARRIER.  DRIVER WAS ATTEMPTING TO M","ANEUVER THE TRAILER FREE WHEN THE CROSSING WARNING ACTIVATED AND GATES CAME DOWN.  LEAD LOCOMOTIVE C","AME IN CONTACT WITH LOADED TRAILER.  NO INJURIES TO TRAIN CREW OR SEMI DRIVER.  SIGNIFICANT DAMAGE T","WATERTOWN           ","A","1","1",
