"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","CASINJRR","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","STATION","COUNTY","STATE","REGION","DUMMY2","CITY","HIGHWAY","VEHSPD","TYPVEH","VEHDIR","POSITION","RREQUIP","RRCAR","TYPACC","HAZARD","TEMP","VISIBLTY","WEATHER","TYPEQ","TYPTRK","TRKNAME","TRKCLAS","NBRLOCOS","NBRCARS","TRNSPD","TYPSPD","TRNDIR","SIGNAL","LOCWARN","WARNSIG","LIGHTS","STANDVEH","TRAIN2","MOTORIST","VIEW","VEHDMG","DRIVER","INVEH","TOTKLD","TOTINJ","TOTOCC","INCDRPT","JOINTCD","TYPRR","DUMMY3","CASKLDRR","DUMMY4","CROSSING","NARRLEN","DUMMY5","YEAR4","DIVISION","PUBLIC","CNTYCD","STCNTY","HZMRLSED","HZMNAME","HZMQNTY","HZMMEAS","SIGWARNX","WHISBAN","DRIVAGE","DRIVGEN","PLEONTRN","SSB1","SSB2","USERKLD","USERINJ","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","NARR1","NARR2","NARR3","NARR4","NARR5","SUBDIV","ROADCOND","VIDEOT",VIDEOU
"","18","11","CFRC","18306     ","","","    ","          ","18","11","CFRC","18306     ","","0","622311U","18","11","02","8","58","AM","SAND LAKE           ","ORANGE              ","12","3","","ORLANDO             ","W HOLDEN            ","0","A","3","2","1","001","1","4","85","2","1","3","1","#1                  ","4","1","2","039","R","2","1","1","1","3","2","3","4","8","0","3","1","0","0","1","2","1","6 ","","0","  ","0103050607    ","129","","2018","                    ","Y","095","12C095","4","","",""," "," ","  ","1","0021","                    ","                    ","0","0","0","0","0","0","P313 OPERATING SOUTHBOUND ON # 1 TRACK STRUCK A VEHICLE THAT WAS ON THE TRACK AT MP A 793.57 W. HOLD","EN AVE. NO INJURIES REPORTED.","","","","ORLANDO             ","A","1","1",
"","18","11","CFRC","18316     ","","","    ","          ","18","11","CFRC","18316     ","","0","622336P","18","11","12","6","7","AM","SAND LAKE           ","ORANGE              ","12","3","","ORLANDO             ","LANDSTREET RD       ","0","B","3","1","1","001","1","4","71","4","1","3","1","#2 MAIN             ","4","1","2","078","R","1","1","1","1","3","2","2","4","8","35000","3","2","0","0","1","2","1","6 ","","0","  ","01020305060807","161","","2018","                    ","Y","095","12C095","4","","",""," "," ","22","2","0125","                    ","                    ","0","0","0","0","0","0","P302 OPERTING NORTHBOUND ON #2 TRACK STRUCK A VEHICLE AT LANDSTREET RD MP A 797.7 ON THE ORLANDO SUB","DIVISION WHO WAS STUCK ON THE CROSSING. NO INJURIES REPORTED. ","","","","ORLANDO             ","A","1","1",
"K","18","11","ATK ","156270    ","","","    ","          ","","","SFRV","          ","","0","628144T","18","11","13","1","20","PM","LAKE WORTH          ","PALM BEACH          ","12","3","","LAKE WORTH          ","LAKE WORTH ROAD     ","2","M","4","3","1","001","1","4","84","2","2","2","1","MAIN 2              ","4","1","7","079","R","1","1","1","2","2","1","2","1","8","75","1","1","1","0","1","2","1","6 ","","1","  ","0102030607    ","143","","2018","                    ","Y","099","12C099","4","","",""," "," ","17","1","0082","                    ","                    ","1","0","0","0","0","0","TRAIN 92 OPERATING WITH CAMERA-EQUIPPED LOCOMOTIVE E/156 AND 7 CARS STRUCK A PEDESTRIAN RIDING A BIC","YCLE AT MP SX976.74, LAKEWORTH RD CROSSING.","","","","MIAMI               ","A","1","2",
"","18","10","CSX ","000179632 ","","","    ","          ","18","10","CSX ","000179632 ","","0","631058A","18","10","31","5","35","PM","MIAMI               ","MIAMI-DADE          ","12","3","","MIAMI               ","SW 9TH STREET       ","0","E","2","2","1","001","1","4","78","2","1","1","1","SINGLE MAIN         ","2","2","38","019","R","1"," ","1","2","2","2","2","4","8","6500","3","2","0","0","0","2","1","1 ","","0","  ","0711          ","183","","2018","                    ","Y","086","12C086","4","","",""," "," ","28","1","0002","                    ","                    ","0","0","0","0","0","0","O72131 CLIPPED A UTILITY VAN AT CROSSING.  NO INJURIES AND NO DAMAGE TO THE TRAIN.   PROTECTION ALSO"," AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).","","","","HOMESTEAD           ","A","1","1",
"","18","01","BLF ","20180009  ","","","    ","          ","18","01","FEC ","XXX       ","","0","272481V","18","01","17","4","24","PM","WEST PALM BEACH     ","PALM BEACH          ","12","3","","BOYNTON BEACH       ","EAST OCEAN AVE      ","3","M","1","3","1","001","1","4","70","2","1","2","1","WEST MAIN           ","5","2","4","078","E","1","1","1","3","3","3","2","1","8","100","1","1","1","0","1","2","1","","","1","  ","010607        ","61","","2018","                    ","Y","099","12C099","4","","",""," "," ","60","1","0062","                    ","                    ","1","0","0","0","0","0","BLF 603 FATALLY STRUCK TRESPASSER AT MP312.29 EAST OCEAN AVE.","","","","","MAINLINE            ","B","1","1",
"","18","01","BLF ","20180011  ","","","    ","          ","18","01","FEC ","XXX       ","","1","272550B","18","01","19","7","57","PM","FORT LAUERDALE      ","BROWARD             ","12","3","","FORT LAUDERDALE     ","NE 3RD AVE          ","","K","1","3","1","001","2","4","65","4","1","2","1","WEST MAIN           ","5","2","4","040","E","1","1","1","3","3"," ","2","1","8",""," "," ","0","1","0","2","1","","","0","  ","010607        ","171","","2018","                    ","Y","011","12C011","4","","",""," "," ","50","1","0013","                    ","                    ","0","1","0","0","0","0","BLF 604 WAS HEADING NORTHBOUND ON THE WM WHEN THEY NOTICED A VEHICLE STUCK ON THE TRACKS. ENGINE PLA","CE THE TRAIN IN EMERGENCY STRIKING THE VEHICLE AT APPROXIMATELY 77 MPH.","","","","MAINLINE            ","A","1","1",
"","18","12","NS  ","132221    ","","","    ","          ","18","12","NS  ","132221    ","","1","713566T","18","12","28","8","15","PM","JACKSONVILLE        ","DUVAL               ","12","3","","JACKSONVILLE        ","CS/W FIFTH ST       ","30","J","3","3","3","003","2","4","72","4","3","7","4","B49 LEAD            ","1","1","6","","E","1"," ","1","2","2","2","2","3","8","5000","2","1","0","1","1","2","1","1 ","","0","  ","07            ","57","","2018","                    ","Y","031","12C031","4","","",""," "," ","55","1","0002","                    ","                    ","0","1","0","0","0","0","NS TRAIN GJ22 STRUCK BY HWY-USER AT A HWY-GRADE CROSSING.","","","","","GEORGIA             ","B","2","2",
"","18","12","CSX ","000180247 ","","","    ","          ","18","12","CSX ","000180247 ","","0","620752K","18","12","08","3","39","AM","JACKSONVILLE        ","DUVAL               ","12","3","","JACKSONVILLE        ","TROUT RIVER BLVD    ","5","A","4","3","1","002","2","4","55","4","2","1","1","MAIN 1              ","4","2","61","040","E","2","1","1","2","2","2","2","2","8","6500","3","1","0","0","1","2","1","1 ","","0","  ","010203060711  ","156","","2018","                    ","Y","031","12C031","4","","",""," "," ","51","1","0002","                    ","                    ","0","0","0","0","0","0","Q15505 WAS STRUCK BY AN OCCUPIED BLACK 2014 CADILLAC ATS. PROTECTION ALSO AT CROSSING: ADVANCE WARNI","NG AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).","","","","JACKSONVILLE TERMINA","A","2","2",
"","18","12","CSX ","000180317 ","","","    ","          ","18","12","CSX ","000180317 ","","0","621533A","18","12","12","10","11","AM","HIALEAH             ","MIAMI-DADE          ","12","3","","HIALEAH             ","NW 32ND AVE         ","10","C","1","3","2","001","1","4","88","2","1","7","2","GL6                 ","1","1","2","002","E","3"," ","2","2","2","2","2","3","8","27500","3","1","0","0","1","2","1","1 ","","0","  ","0710          ","212","","2018","                    ","Y","086","12C086","4","","",""," "," ","68","1","0002","                    ","                    ","0","0","0","0","0","0","AS Y32211 WAS FLAGGING GL6 CROSSING ON THE MIAMI GARDENS INDUSTRIAL SPUR, A SEMI FAILED TO OBEY THE ","CONDUCTOR FLAGGING CAUSING KCS 759011 TO STRIKE SEMI TRUCK.  NO TRAIN DAMAGE AND THE DRIVER RECEIVED"," THE TICKET.","","","MIAMI               ","A","2","2",
"K","18","12","ATK ","156729    ","","","    ","          ","18","12","CFRC","XXX       ","","0","622181A","18","12","13","1","33","PM","ORLANDO             ","ORANGE              ","12","3","","ORLANDO             ","COLONIAL     D      ","0","D","1","2","1","001","1","4","69","2","2","2","1","MAIN 2              ","4","2","9","029","R","2","1","1","2","1","2","2","1","8","7500","3","2","0","0","1","2","1","6 ","","0","  ","0102030607    ","241","","2018","                    ","Y","095","12C095","4","","",""," "," ","  ","1","0178","                    ","                    ","0","0","0","0","0","0","TRAIN 97 OPERATING WITH LOCOMOTIVES E/40-E/125 AND 9 CARS STRUCK AN UNOCCUPIED VEHICLE AT MP 789.48,"," WEST COLONIAL DR CROSSING.  THE DRIVER OF THE VEHICLE WENT AROUND THE GATE, STOPPED ON THE CROSSING"," AND VACATED THE VEHICLE PRIOR TO IMPACT.","","","ORLANDO             ","A","1","2",
"","18","12","CFRC","18339     ","","","    ","          ","18","12","CFRC","18339     ","","1","622300G","18","12","05","7","3","PM","ORLANDO HEALTH      ","ORANGE              ","12","3","","ORLANDO             ","GORE STREET         ","0","K","3","2","1","001","1","4","65","4","1","3","1","2                   ","4","1","2","029","R","1","1","1","2","2"," ","2","4","8","0"," "," ","0","1","0","2","1","6 ","","0","  ","0102030607    ","137","","2018","                    ","Y","095","12C095","4","","",""," "," ","  ","1","0038","                    ","                    ","0","1","0","0","0","0","P336 OPERATING NORTHBOUND ON #2 TRACK STRUCK A PEDESTRIAN WHO WAS SLUMPED OVER HIS BIKE FOULING THE ","TRACK. TRESPASSER WAS NOT A FATALITY.","","","","ORLANDO             ","A","1","1",
"","18","12","CFRC","18347     ","","","    ","          ","18","12","CFRC","18347     ","","0","622181A","18","12","13","12","16","PM","LYNX STATION        ","ORANGE              ","12","3","","ORLANDO             ","W. COLONIAL DR.     ","0","E","4","2","1","001","1","4","65","2","1","3","1","1                   ","4","1","2","030","R","1","1","1","1","3","2","2","4","8","0","3","1","0","0","2","2","1","6 ","","0","  ","0102050607    ","267","","2018","                    ","Y","095","12C095","4","","",""," "," ","83","1","0058","                    ","                    ","0","0","0","0","0","0","P319 WAS OPERATING SOUTHBOUND STRUCK A VAN THAT WAS FOULING THE TRACK AT W COLONIAL MP A 789.48.  AF","TER STRIKING THE VEHICLE THE VEHICLE MADE CONTACT WITH ANOTHER VEHICLE  IN FRONT OF HIM. NO INJURIES"," WERE REPORTED TO PASSENGER AND CREWS NOR OCUPANTS IN THE VEHICLES.","","","ORLANDO             ","A","1","1",
"K","18","02","ATK ","152094    ","","","    ","          ","18","02","UP  ","0218RS038 ","","0","749709R","18","02","24","11","15","AM","OAKLAND COLISEUM    ","ALAMEDA             ","06","7","","OAKLAND             ","37TH AVE            ","0","A","4","2","2","001","1","4","55","2","1","B","1","MAIN 1              ","6","1","6","079","E","1","1","1","2","1","2","2","5","8","7500","3","2","0","0","0","2","1","6 ","","0","  ","01030607      ","279","","2018","                    ","Y","001","06C001","4","","",""," "," ","  ","2","0051","                    ","                    ","0","0","0","0","0","0","TRAIN 728 OPERATING WITH CAMERA-EQUIPPED CAB CAR 8304, 5 CARS AND LOCOMOTIVE CDTX 2011 STRUCK AN UNO","CCUPIED VEHICLE AT MP 10.05, 37TH AVE CROSSING.  HIGHWAY USER  MANAGED TO ESCAPE THE VEHICLE PRIOR T","O IMPACT. HIGHWAY USERS AGE IS UNKNOWN.  AMTRAKS EQUIPMENT DAMAGE IS $4,727.00.","","","NILES               ","A","1","2",
"K","18","02","ATK ","152096    ","","","    ","          ","","","BNSF","          ","","1","029617R","18","02","25","2","57","PM","STOCKTON            ","SAN JOAQUIN         ","06","7","","STOCKTON            ","LINCOLN ST          ","","K","1","3","1","001","1","4","58","2","1","2","1","MAIN 1              ","4","1","4","025","E","4","1","1","2","1"," "," ","1","8","0"," "," ","1","1","0","2","1","6 ","","1","  ","0102030607    ","296","","2018","                    ","Y","077","06C077","4","","",""," "," ","57","1","0142","                    ","                    ","1","0","0","1","0","0","TRAIN 715 OPERATING WITH CAMERA-EQUIPPED LOCOMOTIVE CDTX 2009 AND AN UNKNOWN NUMBER OF CARS STRUCK A"," PEDESTRIAN AT MP 1121.68, SOUTH LINCOLN ST CROSSING.  THE PEDESTRIAN, BELEIVED TO BE HOMELESS, WAS ","TRYING TO ESCAPE AN ARMED ROBBER AND WAS RUNNING ACROSS THE TRACKS TO GET AWAY FROM THE PURSUER.","","","STOCKTON            ","A","1","2",
"","18","07","UP  ","0718LA005 ","","","    ","          ","18","07","UP  ","0718LA005 ","","0","810924R","18","07","02","2","20","PM","VERNON              ","LOS ANGELES         ","06","7","","LOS ANGELES         ","BANDINI BLVD        ","","C","4","5","2","001","1","4","83","2","1","1","1","SINGLE MAIN TRACK   ","1","3","25","003","E","1","1","1","1","1","2","2","5","8","1000","3","2","0","0","0","2","1","1 ","","0","  ","01030610      ","74","","2018","                    ","Y","037","06C037","4","","",""," "," ","35","1","0003","                    ","                    ","0","0","0","0","0","0","SEMI TRUCK WAS BLOCKED ON THE CROSSING BY THE GATES AS IT STARTED SHOVING.  ","","","","","SAN PEDRO SUB       ","A","1","1",
"","18","07","UP  ","0718LA035 ","","","    ","          ","18","07","SCAX","073018    ","","0","746055A","18","07","30","8","48","AM","PACOIMA             ","LOS ANGELES         ","06","7","","LOS ANGELES         ","BRANFORD ST         ","","C","3","4","1","001","1","2","90","2","1","1","1","SINGLE MAIN TRACK   ","4","2","8","036","E","3","1","1","1","1","2","2","5","8","10000","3","1","0","0","1","1","1","1 ","","0","  ","010306        ","69","","2018","                    ","Y","037","06C037","4","","",""," "," ","65","1","0003","                    ","                    ","0","0","0","0","0","0","HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED).","","","","","VALLEY SCAX         ","A","2","2",
"","18","07","UP  ","0718LA039 ","","","    ","          ","18","07","UP  ","0718LA039 ","","0","760490R","18","07","31","12","0","PM","TORRANCE            ","LOS ANGELES         ","06","7","","LOS ANGELES         ","VERMONT AVENUE      ","0","A","2","1","1","001","1","4","89","2","1","1","4","INDUSTRY 105        ","1","2","7","007","E","1","1","1","1","1","2","2","5","8","2000","3","1","0","0","1","2","1","1 ","","0","  ","010306        ","69","","2018","                    ","Y","037","06C037","4","","",""," "," ","70","2","0003","                    ","                    ","0","0","0","0","0","0","HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED).  ","","","","","TORRANCE IND LD     ","A","1","1",
"","18","10","SCXF","20181004  ","","","    ","          ","18","10","FEC ","X27100418 ","","0","272257K","18","10","04","2","0","PM","FT PIERCE           ","ST LUCIE            ","12","3","","FT PIERCE           ","C-24                ","5","B","3","3","1","001","1","4","86","2","1","1","1","SINGLE MAIN TRACK   ","3","1","17","036","R","2"," ","1","2","2","2","2","3","8","10000","1","1","1","0","1","1","1","3 ","","1","  ","080711        ","104","","2018","                    ","Y","111","12C111","4","","",""," "," ","53","1","0002","                    ","                    ","1","0","0","0","0","0","32 OTHER ADVANCED WARNING SIGNS. TRUCK FAILED TO STOP AT CROSSING AND PULLED IN FRONT OF ON COMING T","RAIN","","","","SYSTEM              ","A","2","2",
"K","18","02","ATK ","152138    ","","","    ","          ","","","BNSF","          ","","0","029573T","18","02","27","8","40","AM","STOCKTON            ","SAN JOAQUIN         ","06","7","","                    ","CARPENTER RD        ","0","A","2","2","1","001","1","4","45","2","1","2","1","MAIN 1              ","4","1","4","079","R","4","1","1","2","2","2","2","5","8","7500","3","2","0","0","0","2","1","6 ","","0","  ","01030607      ","342","","2018","                    ","Y","077","06C077","4","","",""," "," ","  "," ","0135","                    ","                    ","0","0","0","0","0","0","TRAIN 711 OPERATING WITH CAMERA-EQUIPPED LOCOMOTIVE E/2105 AND 4 CARS STRUCK AN UNOCCUPIED AUTO AT M","P 1116.60, CARPENTER RD CROSSING  THE VEHICLE ALLEGEDLY RAN AROUND THE LOWERED CROSSING GATES AND TH","E TWO OCCUPANTS FLED THE SCENE BEFORE IMPACT.  AMTRAKS EQUIPMENT DAMAGE IS $500.00.  THE AGE AND IDE","NTITY OF THE OCCUPANTS WERE NOT AVAILABLE.","","STOCKTON            ","A","1","2",
"","18","01","BNSF","CA0118200 ","","","    ","          ","18","01","UP  ","XXX       ","","1","834547X","18","01","06","1","51","PM","SACRAMEMTO          ","SACRAMENTO          ","06","7","","SACRAMENTO          ","BIKE PATH           ","0","K","3","2","1","001","1","2","55","2","1","1","1","SINGLE MAIN TRACK   ","4","4","68","025","R","2","1","1","2","2"," ","2","5","8",""," "," ","0","1","0","2","1","1 ","","0","  ","01            ","155","","2018","                    ","Y","067","06C067","4","","TON","TONS"," "," ","68","1","0003","                    ","                    ","0","1","0","0","0","0","41: PRECEDED GATES. PEDESTRIAN WAS STRUCK ON A PRIVATE BIKE TRAIL CROSSING WITH GATES BY SOUTHBOUND ","H-PASBAK1-04. NO CREW MEMBERS WERE DRUG/ALCOHOL TESTED.","","","","SACRAMENTO UP       ","A","1","1",
"","18","11","CSX ","000180115 ","","","    ","          ","18","11","SFRV","XXX       ","","1","628401N","18","11","28","8","26","AM","DOWNTOWN SPUR       ","MIAMI-DADE          ","12","3","","MIAMI-DADE          ","PRIVATE ROAD        ","5","C","3","3","1","001","1","4","54","2","1","7","2","DOWNTOWN SPUR       ","X","1","6","008","E","1"," ","3","2","1","2","2","3","1","27500","2","1","0","1","1","1","1","1 ","","0","  ","07            ","383","","2018","                    ","N","086","12C086","4","","",""," "," ","45","1","0002","                    ","                    ","0","1","0","0","0","0","WHILE TRAVELING ON THE DOWNTOWN SPUR, Y32227 STRUCK A SEMI TRUCK AT A PRIVATE ROAD CROSSING OWNED BY"," ANTILLEAN MARINE.  CREW STATED THAT THEY WERE TRAVELING AT 7-8 MPH WHEN THE SEMI TRUCK FOULED THE C","ROSSING. WHEN THIS HAPPENED THE CREW WAS APPROX. 100-150 FEET FROM THE CROSSING.  CREW INITIATED EME","RGENCY AND STOPPED 50 FEET AFTER STRIKING THE SEMI.  FOREIGN TRACK DAMAGE IS 97.00.","","MIAMI               ","A","2","2",
