"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","CASINJRR","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","STATION","COUNTY","STATE","REGION","DUMMY2","CITY","HIGHWAY","VEHSPD","TYPVEH","VEHDIR","POSITION","RREQUIP","RRCAR","TYPACC","HAZARD","TEMP","VISIBLTY","WEATHER","TYPEQ","TYPTRK","TRKNAME","TRKCLAS","NBRLOCOS","NBRCARS","TRNSPD","TYPSPD","TRNDIR","SIGNAL","LOCWARN","WARNSIG","LIGHTS","STANDVEH","TRAIN2","MOTORIST","VIEW","VEHDMG","DRIVER","INVEH","TOTKLD","TOTINJ","TOTOCC","INCDRPT","JOINTCD","TYPRR","DUMMY3","CASKLDRR","DUMMY4","CROSSING","NARRLEN","DUMMY5","YEAR4","DIVISION","PUBLIC","CNTYCD","STCNTY","HZMRLSED","HZMNAME","HZMQNTY","HZMMEAS","SIGWARNX","WHISBAN","DRIVAGE","DRIVGEN","PLEONTRN","SSB1","SSB2","USERKLD","USERINJ","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","NARR1","NARR2","NARR3","NARR4","NARR5","SUBDIV","ROADCOND","VIDEOT",VIDEOU
"","20","07","WC  ","1043234   ","","","    ","          ","20","07","WC  ","1043234   ","","0","697652V","20","07","30","12","0","PM","SHAWANO             ","SHAWANO             ","55","4","","SHAWANO             ","PEACH RD            ","35","A","1","3","1","001","2","4","77","2","2","1","1","SINGLE MAIN TRACK   ","3","1","7","010","R","1"," ","1","2","2","2","2","3","8","10000","3","1","0","0","1","2","1","6 ","","0","  ","07            ","87","","2020","                    ","Y","115","55C115","4","","",""," "," ","46","1","0002","                    ","                    ","0","0","0","0","0","0","A VEHICLE THAT FAILED TO YIELD STRUCK THE LEAD LOCOMOTIVE OF NORTHBOUND TRAIN L53381-30","","","","","SHAWANO             ","A","2","2",
"","20","07","WC  ","1043389   ","","","    ","          ","20","07","WC  ","1043389   ","","1","697299X","20","07","31","7","50","PM","LADYSMITH           ","RUSK                ","55","4","","CONRATH             ","LAMP RD             ","2","A","2","3","1","001","2","4","75","3","1","1","1","SINGLE MAIN TRACK   ","4","2","202","050","R","2"," ","1","2","2","2","2","3","8","10000","2","1","0","1","1","2","1","6 ","","0","  ","0807          ","68","","2020","                    ","Y","107","55C107","4","","",""," "," ","18","2","0002","                    ","                    ","0","1","0","0","0","0","MOTORIST FAILED TO YIELD AND STRUCK THE SIDE OF THE LEAD LOCOMOTIVE.","","","","","SUPERIOR            ","A","1","1",
"","20","08","WC  ","1045883   ","","","    ","          ","20","08","WC  ","1045883   ","","0","910730L","20","08","24","11","40","AM","PESHTIGO            ","MARINETTE           ","55","4","","MARINETTE           ","COUNTRY MEADOWS RD  ","10","A","4","3","1","001","1","4","84","2","1","1","1","MAIN                ","2","3","88","020","R","2"," ","1","2","2","2","2","3","8","500","3","1","0","0","1","2","1","6 ","","0","  ","07            ","141","","2020","                    ","Y","075","55C075","4","","",""," "," ","30","2","0002","                    ","                    ","0","0","0","0","0","0","A45081-23 CLIPPED THE TAIL END OF A CAR ATTEMPTING TO GET AHEAD OF THE TRAIN, THE DRIVER SPED AWAY F","ROM THE SCENE. NO INJURIES WERE REPORTED.","","","","MANISTIQUE          ","A","2","2",
"","20","08","WC  ","1045167   ","","","    ","          ","20","08","WC  ","1045167   ","","0","692245A","20","08","18","5","50","AM","NORTH SUSSEX        ","WAUKESHA            ","55","4","","SUSSEX              ","LISBOND RD          ","0","H","3","2","1","001","1","4","58","1","1","1","1","SINGLE MAIN TRACK   ","4","2","22","040","E","1","1","1","2","2","2","2","8","8","4000","1","1","1","0","1","2","1","6 ","","0","  ","01030607      ","152","","2020","                    ","Y","133","55C133","4","","",""," "," ","60","1","0002","                    ","                    ","1","0","0","0","0","0","L51081-17 STRUCK A MOTORCYCLE STOPPED ON THE CROSSING. AS A RESULT, THE MOTORCYCLIST WAS FATALLY INJ","URED. CROSSING PROTECTION WAS OPERATING AS INTENDED.","","","","WAUKESHA            ","A","1","1",
"","20","08","WC  ","1045025   ","","","    ","          ","20","08","WC  ","1045025   ","","1","691205Y","20","08","14","3","50","PM","CAMERON             ","BARRON              ","55","4","","CAMERON             ","23RD ST RD          ","50","B","2","3","1","001","2","2","80","2","1","1","1","SINGLE MAIN TRACK   ","3","1","3","037","R","4"," ","1","2","2","2","2","3","8","30000","2","1","0","1","1","2","1","6 ","","0","  ","0711          ","75","","2020","                    ","Y","005","55C005","4","","",""," "," ","31","1","0002","                    ","                    ","0","1","0","0","0","0","MOTORIST DISREGARDED THE YIELD SIGNS AND STRUCK THE SIDE OF THE LOCOMOTIVE.","","","","","BARRON              ","A","1","1",
"","20","07","WC  ","1042447   ","","","    ","          ","20","07","WC  ","1042447   ","","0","692978U","20","07","23","12","10","PM","WHEELER             ","DUNN                ","55","4","","WHEELER             ","PRIVATE ROAD        ","12","A","2","3","4","001","1","4","87","2","1","A","1","SINGLE MAIN TRACK   ","3","0","1","015","E","4"," ","1","2","2","2","2","2","8","3000","3","1","0","0","2","2","1","6 ","","0","  ","0807          ","110","","2020","                    ","N","033","55C033","4","","",""," "," ","32","2","0001","                    ","                    ","0","0","0","0","0","0","TAMPER MACHINE STRUCK A SOUTHBOUND VEHICLE AT A PRIVATE CROSSING. NO INJURIES TO ADULT FEMALE DRIVER"," REPORTED.","","","","MINNEAPOLIS         ","A","2","2",
"","20","12","WC  ","1058129   ","","","    ","          ","20","12","WC  ","1058129   ","","0","181579W","20","12","30","11","10","AM","PESHTIGO            ","MARINETTE           ","55","4","","PESHTIGO            ","OLD PESHTIGO RD     ","1","A","4","3","1","079","2","2","29","2","2","1","1","MAIN                ","3","2","96","040","E","2","1","1","2","2","2","2","7","8","20000","3","1","0","0","1","2","1","6 ","","0","  ","01030607      ","151","","2020","                    ","Y","075","55C075","4","","",""," "," ","16","2","0002","                    ","                    ","0","0","0","0","0","0","MOTORIST FAILED TO STOP FOR ACTIVATED/OCCUPIED CROSSING AND STRUCK THE 79TH CAR ON THE CONSIST. NO I","NJURIES WERE REPORTED. #14 VEHICLE SPEED IS UNKNOWN","","","","MANISTIQUE          ","C","2","2",
"","20","02","UP  ","0220GL019 ","","","    ","          ","20","02","BNSF","XXX       ","","0","086405R","20","02","12","8","59","AM","SITASCA             ","DOUGLAS             ","55","4","","                    ","ELLISON RD          ","10","A","4","3","1","001","1","4","26","2","2","1","1","BN HINCKLEY MAIN    ","6","2","42","030","E","1"," ","3"," ","2","2","2","5","8","1500","3","1","0","0","1","2","1","CL","","0","  ","0711          ","88","","2020","                    ","Y","031","55C031","4","","",""," "," ","39","2","0002","                    ","                    ","0","0","0","0","0","0","HIGHWAY USER'S ACTIONS: SLID ON ICE THROUGH CROSSING.  #32 WARNING DEVICES: YIELD SIGNS.  ","","","","","SUPERIOR IND LD     ","D","1","2",
"","20","02","UP  ","0220GL021 ","","","    ","          ","20","02","UP  ","0220GL021 ","","1","179278B","20","02","13","12","40","PM","WYEVILLE            ","JUNEAU              ","55","4","","                    ","COUNTRY ROAD M      ","5","J","1","3","1","001","1","2","7","2","1","1","1","SINGLE MAIN TRACK   ","4","2","95","046","R","4"," ","1","3","2","2","2","2","8","50000","2","1","0","1","1","1","1","CL","","0","  ","0711          ","86","","2020","                    ","Y","057","55C057","4","","",""," "," ","56","1","0002","                    ","                    ","0","1","0","0","0","0","HIGHWAY USER'S ACTIONS: STOPPED AND THEN PROCEEDED.  #32 WARNING DEVICES: YIELD SIGNS.","","","","","ALTOONA SUB         ","C","1","2",
"","20","07","WSOR","200705001 ","","","    ","          ","20","07","WSOR","200705001 ","","0","386894G","20","07","05","7","51","AM","RICHFIELD           ","WASHINGTON          ","55","4","","RICHFIELD           ","386894G             ","2","D","2","3","1","001","1","4","80","1","1","1","1","MAINLINE            ","3","2","10","040","R","3"," ","1","2","2","2","2","3","8","15000","3","1","0","0","1","2","1","Cl","","0","  ","08            ","449","","2020","                    ","N","131","55C131","4","","",""," "," ","57","1","0002","                    ","                    ","0","0","0","0","0","0","WSOR CROSSING INCIDENT (MP 109.08 MILWAUKEE SUB): ON JULY 5, 2020, AT APPROXIMATELY 07:51 THE L249 C","REW WERE TRAVELING EAST BOUND ON THE WSOR MILWAUKEE SUB USING THE WAMX 3891/WAMX 3890  HOLDING ONTO ","1 X 9 WHEN A VEHICLE PULLED OUT IN FRONT OF THEM ON A PRIVATE DRIVE. THE DRIVER ATTEMPTED TO GET CLE","AR OF THE TRAIN BUT THEY STRUCK THE REAR OF THE VEHICLE WITH THE SHORT HOOD END OF THE WAMX 3891. NO"," INJURIES HAVE BEEN REPORTED, NO HAZMAT INVOLVED.","MILWAUKEE           ","A","2","2",
"","20","10","WC  ","1050861   ","","","    ","          ","20","10","WC  ","1050861   ","","1","692891D","20","10","11","2","10","AM","CADOTT              ","CHIPPEWA            ","55","4","","CADOTT              ","MAIN ST             ","","A","2","3","3","012","2","2","43","4","1","1","1","MAIN                ","3","2","67","","E","4","1","1","2","1","2","2","7","8","10000","2","1","0","1","1","2","1","6 ","","0","  ","010307        ","95","","2020","                    ","Y","017","55C017","4","","",""," "," ","29","1","0003","                    ","                    ","0","1","0","0","0","0","A VEHICLE FAILED TO STOP AND STRUCK THE 12 CAR OF TRAIN L51781-10. 14. VEHICLE SPEED IS UNKNOWN","","","","","MINNEAPOLIS         ","A","1","1",
"","20","10","WC  ","1051982   ","","","    ","          ","20","10","WC  ","1051982   ","","1","697337E","20","10","21","5","5","PM","LADY SMITH          ","SAWYER              ","55","4","","EXELAND             ","CANADAY RD          ","35","B","2","3","1","001","2","2","32","3","2","1","1","MAIN 01             ","4","2","17","050","R","1"," ","1","2","2","2","2","3","8","10000","2","1","0","1","1","2","1","6 ","","0","  ","0711          ","116","","2020","                    ","Y","113","55C113","4","","",""," "," ","53","1","0002","                    ","                    ","0","1","0","0","0","0","L56481-21 WAS STRUCK BY A TRUCK AT THE CROSSING. TRUCK DRIVER WAS TRANSPORTED TO HOSPITAL WITH UNSPE","CIFIED INJURIES. ","","","","SUPERIOR            ","A","1","1",
"","20","10","WC  ","1052454   ","","","    ","          ","20","10","WC  ","1052454   ","","1","691156E","20","10","27","12","25","PM","BARRON              ","BARRON              ","55","4","","BARRON              ","18TH ST             ","","C","1","3","1","001","1","4","27","2","1","1","1","MAIN                ","3","2","3","035","R","3"," ","1","2","3","2","2","3","8","15000","2","1","0","1","1","1","1","6 ","","0","  ","0711          ","264","","2020","                    ","Y","005","55C005","4","","",""," "," ","50","1","0002","                    ","                    ","0","1","0","0","0","0","L51981-27 STRUCK A SEMI AT THE CROSSING. THE IMPACT CAUSED THE LEAD UNIT CN5683 TO DERAIL A SET OF T","RUCKS. THE CROSSING IS PROTECTED BY CROSSBUCKS AND YIELD SIGNS. THE DRIVER SOUGHT MEDICAL ATTENTION ","FOR NON-LIFE THREATENING INJURIES. 14. VEHICLE SPEED IS UNKNOWN.","","","BARRON              ","A","1","1",
"","20","01","WC  ","1023689   ","","","    ","          ","20","01","WC  ","1023689   ","","0","179945V","20","01","13","7","15","AM","WRIGHTSTOWN         ","OUTAGAMIE           ","55","4","","APPLETON            ","APPLLETON @ PACKAR  ","0","A","1","1","1","001","1","2","25","2","6","1","1","XG FOX RIVER 214.41 ","3","2","63","024","E","2","1","1","2","1","2","2","4","8","8000","3","2","0","0","0","2","1","6 ","","0","  ","01020507      ","113","","2020","                    ","Y","087","55C087","4","","",""," "," ","19","1","0002","                    ","                    ","0","0","0","0","0","0","A41681-13 STRUCK A DISABLE UNOCCUPIED VEHICLE. NO INJURIES WERE REPORTED. VEHICLE OWNER'S INFORMATIO","N IS UNKNOWN.","","","","FOX RIVER           ","C","1","1",
"","20","10","WC  ","1052492   ","","","    ","          ","20","10","WC  ","1052492   ","","0","179791M","20","10","27","4","20","PM","OSKOSH              ","WINNEBAGO           ","55","4","","OSHKOSH             ","WASHINGTON AVE      ","10","M","3","3","1","001","1","4","39","2","3","1","1","MAIN                ","3","2","48","038","R","1","1","1","2","1","2","2","1","8","100","1","1","1","0","1","2","1","6 ","","1","  ","01030607      ","190","","2020","                    ","Y","139","55C139","4","","",""," "," ","69","1","0002","                    ","                    ","1","0","0","0","0","0","A BICYCLIST WENT AROUND THE GATES AND WAS STRUCK BY TRAIN Q18961-26. THE BICYCLIST WAS TRANSPORTED T","O HOSPITAL UNCONSCIOUS AND BREATHING. IT WAS LEARNED THE BICYCLIST DIED FROM HIS INJURIES.","","","","NEENAH              ","A","2","2",
"","20","01","WC  ","1024206   ","","","    ","          ","20","01","WC  ","1024206   ","","1","386834X","20","01","17","8","20","PM","MILL                ","MILWAUKEE           ","55","4","","BROWN DEER          ","BRADLEY ROAD        ","2","A","4","3","1","001","1","2","30","4","6","1","1","MAIN                ","2","1","21","006","R","1","1","2","2","2","2","2","3","8","0","2","1","0","1","1","2","1","6 ","","0","  ","0407          ","144","","2020","                    ","Y","079","55C079","4","","",""," "," ","60","2","0002","                    ","                    ","0","1","0","0","0","0","DRIVER WAS OPERATING VEHICLE IN SNOWY CONDITIONS AND SLID INTO THE CROSSING. DRIVER WAS STRUCK BY TR","AIN L50781-17. DAMAGE TO VEHICLE IS UNKNOWN.","","","","SAUKVILLE           ","C","2","2",
"","20","01","CSX ","000187743 ","","","    ","          ","20","01","CSX ","000187743 ","","0","915334M","20","01","08","2","42","PM","ST MARYS            ","PLEASANTS           ","54","2","","ST MARYS            ","PRIVATE ROAD        ","6","A","3","3","1","001","1","2","38","2","1","1","1","SINGLE MAIN TRACK   ","2","3","66","029","E","3"," ","1","2","2","2","2","3","8","6500","3","1","0","0","1","2","1","CL","","0","  ","0807          ","81","","2020","                    ","N","073","54C073","4","","",""," "," ","73","1","0002","                    ","                    ","0","0","0","0","0","0","Q31607 STRUCK OCCUPIED  WHITE 2017 CHEVROLET CRUZE THAT DID NOT STOP AT CROSSING.","","","","","OHIO RIVER          ","A","1","1",
"","20","07","CSX ","000191196 ","","","    ","          ","20","07","CSX ","000191196 ","","0","225698G","20","07","06","8","39","AM","WEST HUNTINGTON     ","WAYNE               ","54","2","","HUNTINGTON          ","MADISON AVENUE      ","10","D","4","3","1","001","1","4","82","2","1","1","4","INDUSTRIAL LEAD     ","1","1","1","009","R","3"," ","1","2","2","2","2","3","8","15500","3","1","0","0","2","2","1","CL","","0","  ","07            ","52","","2020","                    ","Y","099","54C099","4","","",""," "," ","31","1","0002","                    ","                    ","0","0","0","0","0","0","Y10106 STRUCK CHEVY K1500  AT CROSSING. AGE UNKNOWN.","","","","","KANAWHA             ","A","1","1",
"","20","05","CSX ","000190104 ","","","    ","          ","20","05","CSX ","000190104 ","","0","226314Y","20","05","07","10","25","AM","DANVILLE            ","BOONE               ","54","2","","DANVILLE            ","4TH STREET          ","10","J","1","3","8","001","2","4","60","2","1","A","2","SINGLE MAIN TRACK   ","1","0","1","005","E","4","1","1","2","2","2","2","3","8","6500","3","1","0","0","1","2","1","CL","","0","  ","01030607      ","162","","2020","                    ","Y","005","54C005","4","","",""," "," ","63","2","0001","                    ","                    ","0","0","0","0","0","0","OSP ATTEMPTED TO BEAT GATES AND TIE HANDLER AND WAS STRUCK IN THE REAR PASSENGER WINDOW OF VEHICLE B","Y BUCKET ON TIE HANDLER.  MOW EQPT. SUSTAINED $500 IN DAMAGES.","","","","COAL RIVER          ","A","2","2",
"","20","05","CSX ","000190510 ","","","    ","          ","20","05","CSX ","000190510 ","","0","140584F","20","05","29","6","42","AM","HALLTOWN            ","JEFFERSON           ","54","2","","HARPERS FERRY       ","PRIVATE ROAD        ","10","C","4","3","1","001","2","4","70","2","1","1","1","SINGLE MAIN TRACK   ","2","3","28","024","E","4"," ","1","2","2","2","2","3","8","27500","3","1","0","0","1","2","1","CL","","0","  ","0807          ","137","","2020","                    ","N","037","54C037","4","","",""," "," ","35","1","0002","                    ","                    ","0","0","0","0","0","0","D79029 STRUCK THE TRACTOR TRAILER THAT FAILED TO STOP AT THE CROSSING.  PROTECTION ALSO AT CROSSING:","?PAVEMENT MARKINGS (RR XING SYMBOLS).","","","","SHENANDOAH          ","A","2","2",
