"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","CASINJRR","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","STATION","COUNTY","STATE","REGION","DUMMY2","CITY","HIGHWAY","VEHSPD","TYPVEH","VEHDIR","POSITION","RREQUIP","RRCAR","TYPACC","HAZARD","TEMP","VISIBLTY","WEATHER","TYPEQ","TYPTRK","TRKNAME","TRKCLAS","NBRLOCOS","NBRCARS","TRNSPD","TYPSPD","TRNDIR","SIGNAL","LOCWARN","WARNSIG","LIGHTS","STANDVEH","TRAIN2","MOTORIST","VIEW","VEHDMG","DRIVER","INVEH","TOTKLD","TOTINJ","TOTOCC","INCDRPT","JOINTCD","TYPRR","DUMMY3","CASKLDRR","DUMMY4","CROSSING","NARRLEN","DUMMY5","YEAR4","DIVISION","PUBLIC","CNTYCD","STCNTY","HZMRLSED","HZMNAME","HZMQNTY","HZMMEAS","SIGWARNX","WHISBAN","DRIVAGE","DRIVGEN","PLEONTRN","SSB1","SSB2","USERKLD","USERINJ","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","NARR1","NARR2","NARR3","NARR4","NARR5","SUBDIV","ROADCOND","VIDEOT",VIDEOU
"","16","12","BNSF","CA1216200 ","","","    ","          ","16","12","BNSF","CA1216200 ","","0","026512S","16","12","02","8","55","AM","RIVERSIDE           ","RIVERSIDE           ","06","7","","RIVERSIDE           ","TYLER ST            ","","K","2","3","1","001","1","4","66","1","1","1","1","MAIN 1 TRACK        ","4","6","79","040","E","3","1","1","1","1"," ","2","8","8",""," "," ","1","0","0","2","1","1 ","","0","  ","0103          ","23","","2016","                    ","Y","065","06C065","4","","",""," "," ","35","2","0002","                    ","                    ","1","0","0","0","0","0","41: WALKED AROUND GATES","","","","","SAN BERNARDINO      ","A","1","2",
"K","16","06","ATK ","142997    ","","","    ","          ","16","06","BNSF","CA0616206 ","","2","028706E","16","06","24","4","50","PM","MERCED              ","MERCED              ","06","7","","WINTON              ","WINTON WAY          ","25","D","3","3","1","001","1","4","92","2","1","2","1","SINGLE MAIN         ","4","1","5","070","E","4","1","1","1","2","2","2","1","8","15000","1","1","1","2","1","1","1","6 ","","1","  ","01030607      ","163","","2016","                    ","Y","047","06C047","4","","",""," "," ","78","1","0199","                    ","                    ","1","0","0","0","0","2","TRAIN 715 OPERATING WITH LOCOMOTIVE E/2011 AND 5 CARS STRUCK AN OCCUPIED PICK-UP TRUCK AT MP 1065.23",", WINTON WAY CROSSING.  AMTRAKS EQUIPMENT DAMAGE IS $26,277.00.","","","","STOCKTON            ","A","1","2",
"K","16","06","ATK ","143010    ","","","    ","          ","","","UP  ","          ","","0","749712Y","16","06","26","4","8","PM","OAKLAND COLISEUM    ","ALAMEDA             ","06","7","","OAKLAND             ","HIGH ST             ","","K","3","3","1","001","1","4","80","2","1","2","1","MAIN TWO            ","4","1","5","079","E","2","1","1","2","1"," ","2","1","8","0"," "," ","1","0","1","2","1","6 ","","1","  ","01030607      ","151","","2016","                    ","Y","001","06C001","4","","",""," "," ","20","1","0046","                    ","                    ","1","0","0","0","0","0","TRAIN 741 OPERATING WITH LOCOMOTIVE E/203 AND 5 CARS STRUCK A PEDESTRIAN RIDING A BICYCLE AT MP 10.3",", HIGH ST CROSSING.  THERE WAS NO EQUIPMENT DAMAGE.","","","","NILES               ","A","1","2",
"K","16","03","ATK ","141710    ","","","    ","          ","16","03","BNSF","CA0316203 ","","1","028706E","16","03","28","1","31","PM","MERCED              ","MERCED              ","06","7","","WINTON              ","WINTON WAY          ","","K","1","3","1","001","1","4","63","2","1","2","1","SINGLE MAIN         ","4","1","5","069","E","4","1","1","1","1"," ","2","5","8","0"," "," ","1","1","1","1","1","6 ","","1","  ","01030607      ","210","","2016","                    ","Y","047","06C047","4","","",""," "," ","79","2","0258","                    ","                    ","1","0","0","0","0","1","TRAIN 713 OPERATING WITH LOCOMOTIVE E/136 AND 5 CARS STRUCK A PEDESTRIAN AT MP 1065.23, WINTON WAY C","ROSSING.  THE PEDESTRIAN WAS PUSHING A SHOPPING CART ACROSS THE TRACK. AMTRAKS EQUIPMENT DAMAGE IS $","25,257.00.","","","STOCKTON            ","A","1","2",
"","16","03","UP  ","0316RS016 ","","","    ","          ","16","03","UP  ","0316RS016 ","","0","752778C","16","03","16","1","21","PM","FRENCH CAMP         ","SAN JOAQUIN         ","06","7","","FRENCH CAMP         ","ASH STREET          ","0","M","4","1","1","001","1","2","64","2","1","1","1","MAIN TRACK #1       ","4","5","77","050","E","1","1","1","3","3","2","2","5","8","5000","3","2","0","0","0","2","1","1 ","","0","  ","01030607      ","98","","2016","                    ","Y","077","06C077","4","","",""," "," ","41","1","0002","                    ","                    ","0","0","0","0","0","0","AN UNOCCUPIED TRAILER LOADED WITH GARBAGE WAS STUCK ON THE CROSSING PRIOR TO THE GATES DESCENDING.","","","","","FRESNO SUB          ","A","1","2",
"","16","03","UP  ","0316RS018 ","","","    ","          ","16","03","UP  ","0316RS018 ","","0","751041C","16","03","18","1","30","PM","OAKSOUTH            ","ALAMEDA             ","06","7","","OAKLAND             ","INTERMODAL FACILITY ","5","C","1","3","2","001","1","4","70","2","2","1","4","JIT INTERMODAL FACIL","1","1","8","005","E","3","1","1","1","3","1","2","2","8","5000","3","1","0","0","1","2","1","1 ","","0","  ","020607        ","333","","2016","                    ","Y","001","06C001","4","","",""," "," ","41","1","0002","                    ","                    ","0","0","0","0","0","0","SECURITY GUARD FOR THE JIT INTERMODAL FACILITY WAS PROTECTING THE TRAIN SHOVE WHEN A SEMI TRUCK APPR","OACHED THE CROSSING.  HE STOPPED, THEN WENT AROUND THE SECURITY GUARD ATTEMPTING TO CROSS OVER THE T","RACKS, WHEN THE TRAIN STRUCK THE SEMI TRUCK.  #32 WARNING DEVICES - RR XING SIGN.  HIGHWAY USER'S AC","TIONS: STOPPED AND THEN PROCEEDED","","NILES SUB           ","A","2","2",
"","16","03","UP  ","0316RS020 ","","","    ","          ","16","03","UP  ","0316RS020 ","","0","752485Y","16","03","18","5","21","PM","TURLOCK             ","STANISLAUS          ","06","7","","TURLOCK             ","MONTE VISTA RD      ","","K","3","3","1","015","2","4","77","2","1","1","1","MAIN TRACK          ","4","4","79","050","E","2","1","1","1","3"," ","2","8","8",""," "," ","1","0","0","2","1","1 ","","0","  ","01030607      ","81","","2016","                    ","Y","099","06C099","4","","",""," "," ","67","1","0002","                    ","                    ","1","0","0","0","0","0","PEDESTRIAN IGNORED THE ACTIVATED GATES AND WALKED/RAN INTO THE SIDE OF THE TRAIN.","","","","","FRESNO SUB          ","A","1","2",
"","16","03","UP  ","0316RS024 ","","","    ","          ","16","03","UP  ","0316RS024 ","","0","765930W","16","03","19","9","7","PM","MERCED              ","MERCED              ","06","7","","MERCED              ","MARTIN LUTHER KING W","0","M","3","2","1","001","1","4","66","4","1","1","1","MAIN TRACK          ","4","4","76","045","E","2","1","1","1","3","3","2","5","8","100","3","2","0","0","0","2","1","1 ","","0","  ","01030607      ","140","","2016","                    ","Y","047","06C047","4","","",""," "," ","17","2","0002","                    ","                    ","0","0","0","0","0","0","BICYCLIST WAS RIDING AHEAD OF THE TRAIN, SHE FELL OFF HER BICYCLE AND WAS ABLE TO GET OUT OF THE WAY"," OF THE TRAIN BEFORE IT STRUCK THE BIKE.","","","","FRESNO SUB          ","A","1","2",
"","16","03","SJVR","SJV931716G","","","    ","          ","16","03","SJVR","SJV931716G","","1","856812W","16","03","29","11","10","PM","EXETER              ","TULARE              ","06","7","","EXETER              ","F STREET            ","15","A","1","3","3","001","2","4","50","4","1","1","1","SINGLE MAIN TRACK   ","1","1","6","","R","1"," ","1","2","2","2","2","3","8","5000","2","1","0","1","1","2","1","3 ","","0","  ","07            ","182","","2016","                    ","Y","107","06C107","4","","",""," "," ","49","2","0002","                    ","                    ","0","1","0","0","0","0","A TRAIN CREW STOPPED THEIR TRAIN ON A CROSSING. A FEMALE DRIVER RAN INTO THE STANDING TRAIN AND SUST","AINED A CONTUSION TO HER KNEE. THE RAIL CAR SHE RAN INTO SUSTAINED MINIMAL DAMAGE.","","","","POTTERVILLE         ","A","2","2",
"K","16","06","ATK ","142860    ","","","    ","          ","","","NCTC","          ","","0","026861C","16","06","14","9","25","AM","SAN DIEGO           ","SAN DIEGO           ","06","7","","SAN DIEGO           ","PALM ST             ","0","M","1","2","2","001","1","4","70","2","2","B","1","MAIN 2              ","4","1","7","045","E","4","1","1","1","1","2","2","5","8","20000","3","1","0","0","1","2","1","6 ","","0","  ","0102030607    ","256","","2016","                    ","Y","073","06C073","4","","",""," "," ","  ","1","0074","                    ","                    ","0","0","0","0","0","0","TRAIN 769 OPERATING WITH CAB CAR C/6951 IN THE LEAD, 6 CARS, AND LOCOMOTIVE E/462 TRAILING, STRUCK T","HE REAR OF A TRAILER BEING PULLED BY AN AUTOMOBILE AT MP 266.40, PALM ST CROSSING.  THE AGE OF THE D","RIVER WAS NOT AVAILABLE.  THERE WAS NO EQUIPMENT DAMAGE.","","","SAN DIEGO           ","A","2","2",
"K","16","06","ATK ","142726    ","","","    ","          ","16","06","BNSF","CA0616200 ","","0","028578Y","16","06","06","9","51","AM","FRESNO              ","FRESNO              ","06","7","","FRESNO              ","PRINCETON AVE       ","","K","1","3","2","001","1","4","78","2","1","B","1","SINGLE MAIN         ","4","1","5","079","E","3","1","1","2","2"," ","2","5","8","0"," "," ","1","0","1","2","1","6 ","","1","  ","0102030607    ","254","","2016","                    ","Y","019","06C019","4","","",""," "," ","69","1","0118","                    ","                    ","1","0","0","0","0","0","TRAIN 702 OPERATING WITH CAB CAR 8310 IN THE LEAD, 4 CARS AND LOCOMOTIVE E/2011 TRAILING, STRUCK A P","EDESTRIAN AT MP 1000.91, PRINCETON AVE CROSSING.  PEDESTRIAN, WALKING WITH A CANE, TRIED TO HURRY AC","ROSS THE TRACKS.  AMTRAKS EQUIPMENT DAMAGE IS $892.00.","","","STOCKTON            ","A","1","2",
"K","16","03","ATK ","141758    ","","","    ","          ","16","03","UP  ","0316RS041 ","","0","752170V","16","03","30","3","46","PM","SALINAS             ","MONTEREY            ","06","7","","                    ","FOLETTA RD          ","0","J","4","1","2","001","1","4","68","2","1","B","1","SINGLE MAIN         ","4","2","10","070","E","2","1","2","2","2","2","2","5","8","1000","3","1","0","0","1","2","1","6 ","","0","  ","01030607      ","262","","2016","                    ","Y","053","06C053","4","","",""," "," ","  "," ","0143","                    ","                    ","0","0","0","0","0","0","TRAIN 11 STRUCK THE BUMPER OF AN OCCUPIED VEHICLE AT MP 130.10, FOLETTA RD CROSSING.  THE OCCUPANTS ","IN THE VEHICLE GOT OUT OF VEHICLE, INSPECTED THE VEHICLE THEN FLED THE SCENE.  THE AGE AND GENDER OF"," THE DRIVER WAS NOT AVAILABLE.  THERE WAS NO EQUIPMENT DAMAGE.","","","COAST               ","A","1","2",
"","16","08","UP  ","0816RS002 ","","","    ","          ","16","08","UP  ","0816RS002 ","","0","751678U","16","08","04","5","50","PM","RICHMOND            ","CONTRA COSTA        ","06","7","","RICHMOND            ","S CUTTING BLVD      ","","K","3","3","1","001","1","2","55","2","2","1","1","MAIN LINE 1         ","4","3","18","045","E","4","1","1","1","1"," ","2","1","8",""," "," ","1","0","0","2","1","1 ","","1","  ","0102030607    ","63","","2016","                    ","Y","013","06C013","4","","",""," "," ","18","1","0002","                    ","                    ","1","0","0","0","0","0","TRAIN STRUCK PEDESTRIAN THAT WALKED AROUND THE ACTIVATED GATES.","","","","","MARTINEZ SUB        ","A","1","2",
"","16","08","UP  ","0816RS012 ","","","    ","          ","16","08","UP  ","0816RS012 ","","0","751047T","16","08","12","12","23","AM","OAKLAND             ","ALAMEDA             ","06","7","","OAKLAND             ","7TH STREET & MARITIM","10","C","3","3","B","001","1","4","71","4","2","7","2","JIT LEAD            ","1","1","10","002","E","4","1","1","1","1","2","2","3","8","5000","3","1","0","0","1","2","1","1 ","","0","  ","03050607      ","37","","2016","                    ","Y","001","06C001","4","","",""," "," ","31","1","0002","                    ","                    ","0","0","0","0","0","0","HIGHWAY USER'S ACTIONS: DID NOT STOP.","","","","","MARTINEZ SUB        ","A","1","2",
"","16","08","UP  ","0816RS014 ","","","    ","          ","16","08","UP  ","0816RS014 ","","0","757240A","16","08","12","10","2","PM","BAKERFIELD          ","KERN                ","06","7","","BAKERSFIELD         ","30TH M STREET       ","0","A","3","1","1","001","1","2","87","4","1","1","1","MAIN LINE 1         ","4","4","112","022","R","4","1","1"," ","1","2","2","5","8","2500","3","1","0","0","1","2","1","1 ","","0","  ","01030607      ","86","","2016","                    ","Y","029","06C029","4","","",""," "," ","50","1","0002","                    ","                    ","0","0","0","0","0","0","HIGHWAY USER WENT AROUND THE ACTIVATED GATES AND BECAME HIGH CENTERED ON THE CROSSING.","","","","","MOJAVE SUB          ","A","2","2",
"K","16","09","ATK ","144137    ","","","    ","          ","16","09","UP  ","0916RS010 ","","0","749776K","16","09","06","6","34","PM","FREMONT             ","ALAMEDA             ","06","7","","UNION CITY          ","WHIPPLE RD          ","0","J","4","1","2","001","1","4","75","2","1","B","1","SINGLE MAIN         ","4","1","5","079","E","1","1","1","2","2","2","2","5","8","5000","3","2","0","0","0","1","1","6 ","","0","  ","01030607      ","257","","2016","                    ","Y","001","06C001","4","","",""," "," ","  "," ","0019","                    ","                    ","0","0","0","0","0","0","TRAIN 546 OPERATING WITH CC/6962, 4 CARS AND E/2014 TRAILING STRUCK AN UNOCCUPIED VEHICLE AT MP 25.6","7, WHIPPLE RD CROSSING.  VEHICLE WAS VACATED JUST BEFORE COLLISION.  AMTRAKS EQUIPMENT DAMAGE IS $13",",002.00.  AGE AND GENDER OF THE DRIVER WAS NOT AVAILABLE.","","","NILES               ","A","1","2",
"","16","10","SCAX","101316    ","","","    ","          ","16","10","UP  ","XXX       ","","0","810907A","16","10","13","6","12","AM","ONTARIO             ","SAN BERNARDINO      ","06","7","","ONTARIO             ","CAMPUS              ","0","A","1","1","2","001","1","4","70","1","1","C","1","MAIN                ","4","1","6","040","E","4","1","1"," ","2","2","2","5","8","3500","3","2","0","0","0","2","1","6 ","","0","  ","010306        ","210","","2016","                    ","Y","071","06C071","4","","",""," "," ","  ","1","0590","                    ","                    ","0","0","0","0","0","0","TRAIN 403 STRUCK AN UNOCCUPIED VEHICLE AT CAMPUS GRADE CROSSING IN ONTARIO.  DRIVER WAS CONFUSED AND"," MADE A LEFT-HAND TURN ONTO THE TRACKS AND BECAME STUCK.  DRIVER EXITED VEHICLE PRIOR TO STRIKE.  AG","E UNKNOWN.","","","LOS ANGELES         ","A","1","1",
"K","16","03","ATK ","141666    ","","","    ","          ","16","03","UP  ","0316RS033 ","","0","752108K","16","03","24","7","30","PM","PASO ROBLES         ","MONTEREY            ","06","7","","                    ","; PINE VALLEY RD    ","15","J","4","3","1","001","1","4","65","2","1","2","1","SINGLE MAIN         ","4","2","13","060","E","1"," ","1","2","2","2","2","3","8","15000","3","1","0","0","1","1","1","6 ","","0","  ","08            ","172","","2016","                    ","Y","053","06C053","4","","",""," "," ","  ","1","0267","                    ","                    ","0","0","0","0","0","0","TRAIN 14 STRUCK AN OCCUPIED FARM TRACTOR AND TRAILER AT MP 175.4 A PRIVATE FARM CROSSING.  AMTRAKS E","QUIPMENT DAMAGE IS $26,238.00.  THE AGE OF THE DRIVER WAS NOT AVAILABLE.","","","","COAST               ","A","1","2",
"K","16","08","ATK ","143810    ","","","    ","          ","16","08","BNSF","CA0816202 ","","3","029641S","16","08","15","1","2","PM","STOCKTON            ","SAN JOAQUIN         ","06","7","","                    ","COOK RD             ","0","C"," ","1","1","001","1","4","100","2","1","2","1","MAIN 1 TRACK        ","5","1","7","070","E","1","1","1","2","2","3","3","1","8","50000","3","1","0","3","1","1","1","6 ","","0","  ","0102030607    ","151","","2016","                    ","Y","077","06C077","4","","",""," "," ","  "," ","0099","                    ","                    ","0","0","0","1","0","2","TRAIN 711 STRUCK AN OCCUPIED TRACTOR-TRAILER TRUCK AT CROSSING.  THE DRIVERS AGE AND GENDER WAS NOT ","AVAILABLE.  AMTRAKS EQUIPMENT DAMAGE IS $41,686.00.","","","","STOCKTON            ","A","1","2",
"K","16","08","ATK ","143828    ","","","    ","          ","16","08","UP  ","0816LA015 ","","0","912013V","16","08","16","1","49","PM","MOORPARK            ","VENTURA             ","06","7","","                    ","UPLAND RD           ","","K","1","3","1","001","1","4","90","2","1","2","1","SINGLE MAIN         ","4","1","7","070","E","4","1","1","2","2"," ","2","1","8","0"," "," ","1","0","0","2","1","6 ","","1","  ","01030607      ","138","","2016","                    ","Y","111","06C111","4","","",""," "," ","21","1","0179","                    ","                    ","1","0","0","0","0","0","TRAIN 769 OPERATING WITH LOCOMOTIVE E/454 AND 7 CARS STRUCK A PEDESTRIAN AT MP 415.52, UPLAND RD CRO","SSING.  THERE WAS NO EQUIPMENT DAMAGE.","","","","SANTA BARBARA       ","A","1","2",
"K","16","08","ATK ","143652    ","","","    ","          ","","","SCAX","          ","","0","026782R","16","08","06","3","0","PM","SAN JUAN CAPISTRA   ","ORANGE              ","06","7","","LAGUNA NIGUEL       ","RANCHO CAPISTRANO   ","","A","2","4","1","001","1","4","90","2","1","2","1","MAIN                ","5","1","7","077","R","3","1","1","2","2","2","2","4","8","7000","3","1","0","0","3","2","1","6 ","","0","  ","01030607      ","134","","2016","                    ","N","059","06C059","4","","",""," "," ","  "," ","0518","                    ","                    ","0","0","0","0","0","0","TRAIN 774 STRUCK AN OCCUPIED VEHICLE AT CROSSING.  THE AGE AND GENDER OF THE DRIVER WAS NOT AVAILABL","E.  THERE WAS NO EQUIPMENT DAMAGE.","","","","ORANGE              ","A","1","2",
